梅,兰,竹,菊
0.2295444077131028,0.6599173111757214,0.8822621600818935,0.054426450361807044
0.5878254496891586,0.9415955639708347,0.26478059858593017,0.05144296999637221
0.17913750461158873,0.7226875810366701,0.9994436482553858,0.8461085346274034
0.4236400432287487,0.7135958999867245,0.842832279155243,0.4348503223309743
0.7579337347261713,0.9636954467949478,0.9364532367417672,0.9391951868292684
0.7414543651783699,0.3525610404265367,0.9421076202041213,0.5628321349536989
0.3665469482062469,0.6416422456136567,0.5477159840494846,0.9238872688182665
0.8963039569534896,0.032517274061416024,0.9998145567245317,0.47894877830962923
0.09532336748415349,0.08560577479371423,0.28098452593856926,0.3907007658731313
0.32519613047788354,0.4096500213198504,0.14642294727050076,0.3844154460620055
0.8498426381288016,0.6868278666802202,0.5478863954725872,0.7194096752208889
0.14411168186396095,0.9011441841543827,0.7873261861089214,0.6670330139242417
0.9696602499037823,0.17092993573290205,0.026142704820528717,0.5552730659617812
0.07009623457818537,0.2694175398844012,0.1940624041787743,0.3536876008987482
0.989074299428308,0.9670916804525294,0.503628093936601,0.2819416315162945
0.25464573355758535,0.3049459379544369,0.347549952673711,0.9174123678576315
0.012118860263473419,0.608895873971299,0.6693251742618315,0.8523149797738854
0.8345601999042866,0.15005859827570012,0.30147997735129506,0.013501986808611366
0.6007731367808092,0.3179868014802951,0.5818409350355048,0.2824400960119089
0.8069328333003568,0.27149678704937297,0.8826228259614097,0.5707748833291455
0.14913812229091528,0.23370002260479128,0.16653568841402644,0.08649752192144222
0.031881144205953116,0.7684503122318512,0.5789679831599494,0.7521693773504017
0.9416502213181549,0.5686996817168744,0.30337947184384795,0.17712741214140815
0.9257039108776772,0.8173399311135962,0.3346311369679721,0.1561500879540254
0.1442620196037926,0.7830385019189317,0.5950252564310824,0.9745663141146582
0.7804518258258999,0.6997337540590752,0.09159099663794279,0.06794649370584238
0.7732039058556116,0.8840883769456969,0.766960104025205,0.89405430718494
0.46252066102490164,0.5481253932365737,0.029446545810344338,0.015876748948139396
0.7171321993515578,0.5165949341193432,0.7878152490202867,0.9661570601654833
0.5967391838492886,0.8909018508244164,0.8122627522136803,0.1595915427935789
0.9058645146550526,0.4752557085729505,0.7368699772836578,0.9492846334100931
0.4429461542838443,0.17592796275231626,0.4336077976367191,0.696514768848576
0.6661654796312335,0.11681280548711304,0.567899060778248,0.24870237161970798
0.26053852473348904,0.8081733536490581,0.6353529111227424,0.006213962151364938
0.8474319503146086,0.8797233108975269,0.3509544447271068,0.5803137363730682
0.9821571537073066,0.40168808157630786,0.3114944312918674,0.10586922103199092
0.17734964117163787,0.8496032092636598,0.18686831466440923,0.8678572311069526
0.5039344673634686,0.9241718921956182,0.6994948233661855,0.38893574191478375
0.3524305482269565,0.916654893222146,0.7818570350230394,0.07436586756525199
0.5564731216071229,0.37970724140427026,0.0030702113717039348,0.23114453128601742
0.8856324634586176,0.18364850475116912,0.8663342358074032,0.03301295796434356
0.2374327503360436,0.41593039438507706,0.3075401607034125,0.28249035252967925
0.021502964641728628,0.12727473430444036,0.8161256636075255,0.24363839915786456
0.23380089942144566,0.648736723068349,0.8388341663060745,0.02656504648450486
0.3148380947357069,0.723586274379825,0.9327320203683925,0.9735744146262754
0.6721703235021897,0.6551090572912996,0.7277766881968762,0.6411385759649428
0.539088280904157,0.17159967796298592,0.14819747226785074,0.3272422517438298
0.31859857087967647,0.12262529294766933,0.05437282827305667,0.6456547619698543
0.6336110852206371,0.8959902885992986,0.5997750498554009,0.663755785885299
0.5505723971664985,0.33128452061842095,0.3567544540576284,0.4430806962346764
0.46715407506421425,0.4893691016404659,0.06307240795030333,0.23801427508653283
0.5479498219948481,0.6804844182391852,0.8755062375507743,0.08854805547574418
0.7546350665010844,0.49665842156552265,0.5983639436287121,0.3546208934504004
0.3907027801667541,0.10569891130587583,0.36038832081719874,0.996862909204101
0.31610883050834027,0.23078839871510426,0.30919893815319677,0.12316839412650082
0.0017695870790964685,0.6787972180366665,0.08605421633243693,0.8321834192753569
0.5566415233350008,0.037064822218896176,0.23067651070984874,0.8779029703914035
0.36224573646218194,0.3171311460972157,0.9832003842955039,0.6453753276059041
0.5048874973444284,0.9078561375891778,0.2960961233842787,0.02779401185383834
0.3436055889617954,0.49889489715058644,0.5260461328351917,0.1700131000785562
0.5520774403285411,0.7201570862376803,0.4844090104226696,0.09013214831665795
0.7167988875784269,0.23726202823991416,0.9071034341908486,0.04428647497289484
0.5928126890375358,0.3223119368248073,0.29560950292296817,0.9290851540088603
0.5868265386840937,0.6259729727983616,0.7681403635452774,0.8018128083467893
0.26754017116486273,0.1004671436347977,0.4817563373215915,0.3177428888227616
0.212780652039401,0.20549191996903504,0.008199672477732345,0.7734798233371822
0.7004646650848053,0.2568530955829168,0.282623178735113,0.23413629727406537
0.38576119339172954,0.7530418762579061,0.8188751190824475,0.10404798562830508
0.6974414762230777,0.9203326356144652,0.22727166161236434,0.9366480649835939
0.7922604900643241,0.07089088417108669,0.02073419938513832,0.6662990832947863
0.7367920434356986,0.9459308686776712,0.3265022163152389,0.9057639928824748
0.6618239215271798,0.0808331808072571,0.06765616897585824,0.5904264777520465
0.9250773729234719,0.43051101014546933,0.8955870212270174,0.8435484384435528
0.7302438923478844,0.6937208959878788,0.7052280573762308,0.9007535361017318
0.3592642991888272,0.4750916063188748,0.6390804567006384,0.7554417326033185
0.7407147968934471,0.2417151997983299,0.37483873281052116,0.5207949902062664
0.5661870064774656,0.1515969878960043,0.020244904696546606,0.6638723070109721
0.07974994197556762,0.82756615651967,0.4630812167235825,0.07412186522900077
0.6064688397245808,0.7248625910932237,0.6672809520696724,0.950017753463622
0.07803102139534235,0.5672581347135149,0.36824928098228116,0.41901858910929324
0.27463995835743404,0.5266639302192291,0.965695586562543,0.4042282941886707
0.511337001803204,0.06843247368637129,0.46076253484008756,0.24938106915088654
0.8477468147475874,0.7808247633240146,0.938639400806379,0.2300428432555247
0.11179772596013693,0.6690602601969894,0.1344490495384114,0.3731356070263243
0.41548345873834125,0.057285538241750866,0.08176101568445826,0.9871172842440884
0.7047306030833875,0.9370502999996394,0.06240142152180106,0.6362685414692674
0.46446625642886086,0.7481258750111188,0.26555961001668327,0.16785738504796677
0.4280681249767879,0.7973218408625947,0.3423264721231113,0.946778321355955
0.7512649229084819,0.7770986152582311,0.8175515239896441,0.36446694459263707
0.939184126809208,0.24413826644812642,0.2783413096960037,0.13299387147327713
0.46817316972324785,0.1886336780471477,0.14311684708519667,0.41552853946228974
0.1769366249001706,0.3893737913480645,0.1533648548810368,0.637880519797691
0.33677715740983305,0.9186234630661756,0.9195529791196602,0.6271129397308116
0.8313256492253936,0.6032327831610952,0.24146686959027297,0.5591071920151169
0.04085126892074897,0.8835802625952359,0.1796031647100521,0.7419890081608381
0.6179422825039621,0.1536835363826029,0.33438643574612015,0.031298470201346906
0.8996637983199842,0.7650933906999761,0.9678523451674497,0.9426665630312859
0.04266240103549446,0.14019687591289276,0.29959485765382965,0.8650599359540895
0.8755008919906916,0.6925152309339564,0.8927125972350263,0.4111380063093498
0.8722497969939831,0.48339860035930937,0.5967157964892373,0.47413165929621326
0.0790644910564029,0.388640319374716,0.5521079865539774,0.9904088341016606
0.7591862147314354,0.4428722505713243,0.4506752465740663,0.0394217547709691
0.5353776707402708,0.02310526663235435,0.5743010197933857,0.3408037427298829
0.9939247084909927,0.02831520054530956,0.025819671804336086,0.4307348512249244
0.2059293168357852,0.030371396097842784,0.6833622634815383,0.9304275034598957
0.07567314850145712,0.41310476801007745,0.5487312126263766,0.31838409249591404
0.7592203645089284,0.8433949777736003,0.1554608445137161,0.36277565468015416
0.7409822605843367,0.6885558964215989,0.13644229593351243,0.8279354150658522
0.6578175743024137,0.4193529435510266,0.4885083461847539,0.7907905290960542
0.018718749586316363,0.04759179130136326,0.9013129247993414,0.6196355441846263
0.4920964641724943,0.49954581423211475,0.5107970324812298,0.6841889793028477
0.813278116018687,0.3956175341440311,0.44019042474089987,0.7131737291457239
0.45526814518063774,0.32015094342385375,0.8110730269796139,0.9696144160100347
0.41056359089612726,0.4213606284688193,0.9299903190105494,0.04794930726891522
0.7305101755153567,0.9473510163903058,0.7723114431434702,0.5380930302594649
0.9950376534554624,0.1068319163039908,0.2559363084449241,0.12247593231979492
0.26959953001639037,0.4254496560873898,0.887867075309055,0.7870198844222681
0.9398648331481704,0.6698182028620197,0.19729842161841527,0.9144014371055804
0.19457019035218792,0.2830502166552231,0.15454032966216047,0.29236259133040743
0.35951545106048277,0.341462825808445,0.6796294316578658,0.0899384301058418
0.11232062994359049,0.3888442352631537,0.9054555012095186,0.4417917979945787
